aligner,instance,time,ram,sp,tc
muscle,benchmarks/balibase/RV20/BB20035.tfa,0.864949313,21664,0.819,0.08
kalign,benchmarks/balibase/RV40/BB40019.tfa,0.07193853,5500,0.841,0.67
muscle,benchmarks/balibase/RV20/BB20036.tfa,0.181479022,12688,0.835,0.04
kalign,benchmarks/balibase/RV40/BB40020.tfa,0.16800921,5824,0.845,0.6
kalign,benchmarks/balibase/RV40/BB40021.tfa,0.071314076,4728,0.844,0.55
kalign,benchmarks/balibase/RV40/BB40022.tfa,0.045516281,4992,0.885,0.66
clustalo,benchmarks/balibase/RV11/BB11020.tfa,0.670080094,7752,0.544,0.18
clustalo,benchmarks/balibase/RV11/BB11021.tfa,0.107721736,4388,0.471,0.36
kalign2,benchmarks/balibase/RV40/BB40023.tfa,0.761659603,7020,0.711,0
clustalo,benchmarks/balibase/RV11/BB11022.tfa,0.103949436,5524,0.099,0
kalign2,benchmarks/balibase/RV40/BB40024.tfa,0.217552339,3452,0.618,0.11
kalign2,benchmarks/balibase/RV40/BB40025.tfa,0.024683858,2264,0.86,0.69
muscle,benchmarks/balibase/RV20/BB20037.tfa,0.736125375,25108,0.77,0
muscle,benchmarks/balibase/RV20/BB20038.tfa,0.059756036,6692,0.919,0.33
kalign2,benchmarks/balibase/RV40/BB40026.tfa,0.222687994,3292,0.558,0.17
kalign,benchmarks/balibase/RV40/BB40023.tfa,0.778582804,9416,0.639,0
kalign,benchmarks/balibase/RV40/BB40024.tfa,0.198567315,5932,0.605,0.1
kalign,benchmarks/balibase/RV40/BB40025.tfa,0.025534337,4444,0.847,0.72
clustalo,benchmarks/balibase/RV11/BB11023.tfa,0.879861454,14204,0.511,0.24
kalign2,benchmarks/balibase/RV40/BB40027.tfa,0.470217338,5160,0.616,0
kalign2,benchmarks/balibase/RV40/BB40028.tfa,0.045457766,2564,0.821,0.56
kalign2,benchmarks/balibase/RV40/BB40029.tfa,0.020343279,2308,0.799,0.4
kalign,benchmarks/balibase/RV40/BB40026.tfa,0.258382626,5840,0.571,0.23
muscle,benchmarks/balibase/RV20/BB20039.tfa,0.72162784,28316,0.892,0.1
kalign2,benchmarks/balibase/RV40/BB40030.tfa,0.073301843,2692,0.658,0.52
kalign2,benchmarks/balibase/RV40/BB40031.tfa,0.08884089,2904,0.538,0.93
kalign2,benchmarks/balibase/RV40/BB40032.tfa,0.058362049,2904,0.872,0.73
kalign2,benchmarks/balibase/RV40/BB40033.tfa,0.086308784,3044,0.645,0.46
kalign2,benchmarks/balibase/RV40/BB40034.tfa,0.083110592,2772,0.533,0.15
kalign,benchmarks/balibase/RV40/BB40027.tfa,0.472290031,7608,0.581,0
kalign,benchmarks/balibase/RV40/BB40028.tfa,0.048649387,4924,0.836,0.6
clustalo,benchmarks/balibase/RV11/BB11024.tfa,0.772789742,26352,0.227,0
kalign,benchmarks/balibase/RV40/BB40029.tfa,0.022292123,4612,0.782,0.58
clustalo,benchmarks/balibase/RV11/BB11025.tfa,0.066932053,3476,0.105,0
kalign,benchmarks/balibase/RV40/BB40030.tfa,0.079148409,4800,0.637,0.5
kalign2,benchmarks/balibase/RV40/BB40035.tfa,0.334274748,3988,0.634,0.37
kalign,benchmarks/balibase/RV40/BB40031.tfa,0.085928178,4920,0.538,0.94
kalign2,benchmarks/balibase/RV40/BB40036.tfa,0.055149687,2696,0.896,0.56
kalign,benchmarks/balibase/RV40/BB40032.tfa,0.061008004,5128,0.865,0.73
muscle,benchmarks/balibase/RV20/BB20040.tfa,0.854976331,30904,0.553,0.54
kalign2,benchmarks/balibase/RV40/BB40037.tfa,0.076740241,2872,0.747,0.43
kalign,benchmarks/balibase/RV40/BB40033.tfa,0.087289952,5060,0.715,0.48
kalign,benchmarks/balibase/RV40/BB40034.tfa,0.083678011,5144,0.573,0.21
kalign2,benchmarks/balibase/RV40/BB40038.tfa,0.120215371,4112,0.367,0
kalign2,benchmarks/balibase/RV40/BB40039.tfa,0.264418333,4780,0.815,0.42
kalign,benchmarks/balibase/RV40/BB40035.tfa,0.293534478,6284,0.624,0.33
kalign,benchmarks/balibase/RV40/BB40036.tfa,0.060230239,4948,0.895,0.55
kalign2,benchmarks/balibase/RV40/BB40040.tfa,0.138347826,3616,0.889,0.53
kalign,benchmarks/balibase/RV40/BB40037.tfa,0.09708907,5000,0.71,0.27
kalign,benchmarks/balibase/RV40/BB40038.tfa,0.06543505,6012,0.556,0.29
clustalo,benchmarks/balibase/RV11/BB11026.tfa,1.098580662,48812,0.009,0
kalign2,benchmarks/balibase/RV40/BB40041.tfa,0.290665389,4584,0.708,0
kalign,benchmarks/balibase/RV40/BB40039.tfa,0.249525232,7116,0.791,0.33
kalign2,benchmarks/balibase/RV40/BB40042.tfa,0.077801715,2784,0.745,0
kalign2,benchmarks/balibase/RV40/BB40043.tfa,0.039241346,2552,0.597,0.31
kalign2,benchmarks/balibase/RV40/BB40044.tfa,0.041690546,2252,0.001,0
kalign,benchmarks/balibase/RV40/BB40040.tfa,0.134753747,6440,0.864,0.5
kalign2,benchmarks/balibase/RV40/BB40045.tfa,0.011631835,2156,0.647,0.33
kalign2,benchmarks/balibase/RV40/BB40046.tfa,0.148429115,3360,0.561,0.17
clustalo,benchmarks/balibase/RV11/BB11027.tfa,0.573687239,14204,0.35,0.14
muscle,benchmarks/balibase/RV20/BB20041.tfa,1.432754951,33016,0.667,0.36
kalign,benchmarks/balibase/RV40/BB40041.tfa,0.252439993,6124,0.707,0
muscle,benchmarks/balibase/RV20/BBS20001.tfa,0.009553291,3900,0.961,0.9
muscle,benchmarks/balibase/RV20/BBS20002.tfa,0.007640658,3736,0.889,0.4
kalign,benchmarks/balibase/RV40/BB40042.tfa,0.08076267,5176,0.715,0
kalign,benchmarks/balibase/RV40/BB40043.tfa,0.037978428,4776,0.683,0.33
kalign,benchmarks/balibase/RV40/BB40044.tfa,0.040685717,4832,0,0
kalign,benchmarks/balibase/RV40/BB40045.tfa,0.016938873,4536,0.56,0.25
kalign,benchmarks/balibase/RV40/BB40046.tfa,0.124112771,5580,0.46,0
clustalo,benchmarks/balibase/RV11/BB11028.tfa,0.487968145,6336,0.55,0
clustalo,benchmarks/balibase/RV11/BB11029.tfa,0.068194619,4028,0.472,0.39
muscle,benchmarks/balibase/RV20/BBS20003.tfa,0.519870604,22492,0.954,0.29
kalign2,benchmarks/balibase/RV40/BB40047.tfa,0.723631888,6296,0.806,0.41
kalign2,benchmarks/balibase/RV40/BB40048.tfa,0.119416115,3640,0.88,0.69
muscle,benchmarks/balibase/RV20/BBS20004.tfa,0.419010082,17588,0.944,0.61
kalign,benchmarks/balibase/RV40/BB40047.tfa,0.695315587,8796,0.837,0.43
muscle,benchmarks/balibase/RV20/BBS20005.tfa,0.240470835,12568,0.781,0.1
kalign,benchmarks/balibase/RV40/BB40048.tfa,0.11934292,5620,0.876,0.66
muscle,benchmarks/balibase/RV20/BBS20006.tfa,0.193523875,11480,0.93,0.51
muscle,benchmarks/balibase/RV20/BBS20007.tfa,0.198556783,9824,0.764,0.3
muscle,benchmarks/balibase/RV20/BBS20008.tfa,0.046794959,6508,0.777,0.23
muscle,benchmarks/balibase/RV20/BBS20009.tfa,0.067222873,7312,0.928,0.4
muscle,benchmarks/balibase/RV20/BBS20010.tfa,0.436135307,14816,0.825,0.37
kalign2,benchmarks/balibase/RV40/BB40049.tfa,1.443115515,7164,0.683,0
muscle,benchmarks/balibase/RV20/BBS20011.tfa,0.019113574,4504,0.892,0.7
muscle,benchmarks/balibase/RV20/BBS20012.tfa,0.07136767,6996,0.775,0.43
kalign2,benchmarks/balibase/RV50/BB50001.tfa,0.128937474,3344,0.59,0.35
muscle,benchmarks/balibase/RV20/BBS20013.tfa,0.071346708,6956,0.747,0.36
kalign2,benchmarks/balibase/RV50/BB50002.tfa,0.044237782,2544,0.274,0
kalign,benchmarks/balibase/RV40/BB40049.tfa,1.351319941,10436,0.717,0
muscle,benchmarks/balibase/RV20/BBS20014.tfa,0.153931714,11876,0.837,0.23
muscle,benchmarks/balibase/RV20/BBS20015.tfa,0.013964546,4568,0.89,0.23
kalign2,benchmarks/balibase/RV50/BB50003.tfa,0.189586202,3784,0.472,0.18
muscle,benchmarks/balibase/RV20/BBS20016.tfa,0.030467128,5184,0.896,0.42
kalign2,benchmarks/balibase/RV50/BB50004.tfa,0.022365308,2324,0.949,0.87
kalign,benchmarks/balibase/RV50/BB50001.tfa,0.146019807,5284,0.594,0.36
kalign2,benchmarks/balibase/RV50/BB50005.tfa,0.068141076,2660,0.897,0.63
kalign,benchmarks/balibase/RV50/BB50002.tfa,0.056284526,5016,0.246,0
clustalo,benchmarks/balibase/RV11/BB11030.tfa,2.543810129,16148,0.571,0.24
kalign,benchmarks/balibase/RV50/BB50003.tfa,0.238918437,6152,0.477,0.18
kalign,benchmarks/balibase/RV50/BB50004.tfa,0.023323705,4556,0.957,0.88
kalign,benchmarks/balibase/RV50/BB50005.tfa,0.060302484,4752,0.905,0.67
muscle,benchmarks/balibase/RV20/BBS20017.tfa,0.609892053,19816,0.954,0.54
kalign2,benchmarks/balibase/RV50/BB50006.tfa,0.537628021,4584,0.62,0.12
kalign2,benchmarks/balibase/RV50/BB50007.tfa,0.030150367,2256,0.562,0.04
kalign2,benchmarks/balibase/RV50/BB50008.tfa,0.049765944,2508,0.82,0.52
muscle,benchmarks/balibase/RV20/BBS20018.tfa,0.248386952,13564,0.91,0.71
kalign2,benchmarks/balibase/RV50/BB50009.tfa,0.075027952,3028,0.666,0
kalign2,benchmarks/balibase/RV50/BB50010.tfa,0.062973948,2776,0.682,0.32
muscle,benchmarks/balibase/RV20/BBS20019.tfa,0.142543186,9060,0.841,0.18
kalign,benchmarks/balibase/RV50/BB50006.tfa,0.517733175,7100,0.57,0
muscle,benchmarks/balibase/RV20/BBS20020.tfa,0.046692262,6020,0.871,0.62
kalign2,benchmarks/balibase/RV50/BB50011.tfa,0.137355937,3112,0.452,0.09
kalign,benchmarks/balibase/RV50/BB50007.tfa,0.031904659,4352,0.547,0.03
kalign,benchmarks/balibase/RV50/BB50008.tfa,0.043273035,4964,0.791,0.58
kalign,benchmarks/balibase/RV50/BB50009.tfa,0.100446842,5140,0.655,0
kalign,benchmarks/balibase/RV50/BB50010.tfa,0.066241205,5232,0.75,0.31
muscle,benchmarks/balibase/RV20/BBS20021.tfa,0.362097722,17564,0.875,0.19
kalign,benchmarks/balibase/RV50/BB50011.tfa,0.150647677,5264,0.556,0.15
muscle,benchmarks/balibase/RV20/BBS20022.tfa,0.271708086,15856,0.826,0.3
kalign2,benchmarks/balibase/RV50/BB50012.tfa,0.667505099,4856,0.618,0.1
muscle,benchmarks/balibase/RV20/BBS20023.tfa,0.058400411,7216,0.831,0.2
kalign2,benchmarks/balibase/RV50/BB50013.tfa,0.023219957,2200,0.886,0.62
muscle,benchmarks/balibase/RV20/BBS20024.tfa,0.01746677,4644,0.843,0.02
kalign2,benchmarks/balibase/RV50/BB50014.tfa,0.145373161,3180,0.771,0.39
muscle,benchmarks/balibase/RV20/BBS20025.tfa,0.272578515,17584,0.951,0.4
kalign,benchmarks/balibase/RV50/BB50012.tfa,0.639081432,8512,0.562,0.05
kalign2,benchmarks/balibase/RV50/BB50015.tfa,0.210999564,3636,0.45,0.11
kalign,benchmarks/balibase/RV50/BB50013.tfa,0.027582879,4604,0.885,0.65
muscle,benchmarks/balibase/RV20/BBS20026.tfa,0.15141692,9204,0.815,0.3
kalign2,benchmarks/balibase/RV50/BB50016.tfa,0.161854572,3472,0.578,0.2
kalign,benchmarks/balibase/RV50/BB50014.tfa,0.137444623,5748,0.757,0.46
muscle,benchmarks/balibase/RV20/BBS20027.tfa,0.115011511,8220,0.814,0.4
kalign2,benchmarks/balibase/RV50/BBS50001.tfa,0.132109214,3128,0.637,0.38
kalign2,benchmarks/balibase/RV50/BBS50002.tfa,0.013761002,2024,0.297,0
muscle,benchmarks/balibase/RV20/BBS20028.tfa,0.157901448,12096,0.977,0.72
kalign2,benchmarks/balibase/RV50/BBS50003.tfa,0.037832379,2388,0.784,0.39
kalign,benchmarks/balibase/RV50/BB50015.tfa,0.205691006,5504,0.516,0.13
muscle,benchmarks/balibase/RV20/BBS20029.tfa,0.015222774,4276,0.88,0.06
kalign2,benchmarks/balibase/RV50/BBS50005.tfa,0.057092052,2580,0.904,0.67
muscle,benchmarks/balibase/RV20/BBS20030.tfa,0.0381416,5820,0.927,0.27
kalign,benchmarks/balibase/RV50/BB50016.tfa,0.131058321,5528,0.58,0
muscle,benchmarks/balibase/RV20/BBS20031.tfa,0.151180822,10968,0.88,0.13
kalign2,benchmarks/balibase/RV50/BBS50006.tfa,0.187461415,3132,0.661,0.16
kalign,benchmarks/balibase/RV50/BBS50001.tfa,0.112550809,5556,0.543,0.25
kalign2,benchmarks/balibase/RV50/BBS50007.tfa,0.021720813,2216,0.597,0.04
kalign,benchmarks/balibase/RV50/BBS50002.tfa,0.01647958,4344,0.316,0
muscle,benchmarks/balibase/RV20/BBS20032.tfa,0.05823227,7160,0.932,0.48
kalign2,benchmarks/balibase/RV50/BBS50008.tfa,0.014700017,2100,0.779,0.59
muscle,benchmarks/balibase/RV20/BBS20033.tfa,0.048064737,6332,0.936,0.32
kalign,benchmarks/balibase/RV50/BBS50003.tfa,0.0485463,4668,0.725,0.32
kalign2,benchmarks/balibase/RV50/BBS50009.tfa,0.029825995,2496,0.805,0
kalign2,benchmarks/balibase/RV50/BBS50010.tfa,0.025257438,2248,0.746,0.34
kalign,benchmarks/balibase/RV50/BBS50005.tfa,0.046982072,4920,0.907,0.68
kalign2,benchmarks/balibase/RV50/BBS50011.tfa,0.102505114,2916,0.46,0.1
muscle,benchmarks/balibase/RV20/BBS20034.tfa,0.198300565,12632,0.819,0.1
kalign,benchmarks/balibase/RV50/BBS50006.tfa,0.172917288,5528,0.651,0.15
kalign2,benchmarks/balibase/RV50/BBS50012.tfa,0.073263291,2952,0.676,0.1
kalign2,benchmarks/balibase/RV50/BBS50013.tfa,0.014310701,2152,0.889,0.68
muscle,benchmarks/balibase/RV20/BBS20035.tfa,0.07137016,7028,0.877,0.3
kalign,benchmarks/balibase/RV50/BBS50007.tfa,0.024121769,4380,0.528,0.03
kalign,benchmarks/balibase/RV50/BBS50008.tfa,0.022236659,4340,0.755,0.58
muscle,benchmarks/balibase/RV20/BBS20036.tfa,0.050056484,7576,0.953,0.09
kalign,benchmarks/balibase/RV50/BBS50009.tfa,0.034749135,4704,0.81,0.08
kalign2,benchmarks/balibase/RV50/BBS50014.tfa,0.109195827,3096,0.787,0.43
kalign,benchmarks/balibase/RV50/BBS50010.tfa,0.020982392,4684,0.707,0.35
clustalo,benchmarks/balibase/RV11/BB11031.tfa,3.226273696,44672,0.441,0.16
kalign2,benchmarks/balibase/RV50/BBS50015.tfa,0.047640047,2408,0.486,0.11
kalign2,benchmarks/balibase/RV50/BBS50016.tfa,0.048943417,2368,0.575,0.25
kalign,benchmarks/balibase/RV50/BBS50011.tfa,0.096144634,5204,0.536,0.12
kalign2,benchmarks/bralibase/data-set1/SRP/aln1.tfa,0.004885547,1996,0.876,0.74
kalign2,benchmarks/bralibase/data-set1/SRP/aln10.tfa,0.006589477,1928,0.827,0.7
kalign2,benchmarks/bralibase/data-set1/SRP/aln11.tfa,0.005275305,1936,0.835,0.71
kalign2,benchmarks/bralibase/data-set1/SRP/aln12.tfa,0.014574989,1912,0.808,0.69
kalign2,benchmarks/bralibase/data-set1/SRP/aln13.tfa,0.008346278,1956,0.862,0.7
kalign,benchmarks/balibase/RV50/BBS50012.tfa,0.084354349,4904,0.686,0.14
kalign2,benchmarks/bralibase/data-set1/SRP/aln14.tfa,0.007649519,1924,0.834,0.69
kalign,benchmarks/balibase/RV50/BBS50013.tfa,0.018655181,4328,0.887,0.65
kalign2,benchmarks/bralibase/data-set1/SRP/aln15.tfa,0.008280963,2056,0.958,0.92
kalign2,benchmarks/bralibase/data-set1/SRP/aln16.tfa,0.007602847,1936,0.89,0.8
muscle,benchmarks/balibase/RV20/BBS20037.tfa,0.352440203,17520,0.811,0.12
kalign2,benchmarks/bralibase/data-set1/SRP/aln17.tfa,0.006455517,1968,0.932,0.86
kalign2,benchmarks/bralibase/data-set1/SRP/aln18.tfa,0.007959331,1968,0.899,0.78
kalign2,benchmarks/bralibase/data-set1/SRP/aln19.tfa,0.007291654,1920,0.954,0.9
muscle,benchmarks/balibase/RV20/BBS20038.tfa,0.040516084,5908,0.926,0.45
kalign,benchmarks/balibase/RV50/BBS50014.tfa,0.100022482,5128,0.789,0.48
kalign2,benchmarks/bralibase/data-set1/SRP/aln2.tfa,0.00592053,1988,0.926,0.82
kalign2,benchmarks/bralibase/data-set1/SRP/aln20.tfa,0.008144184,1972,0.898,0.78
kalign2,benchmarks/bralibase/data-set1/SRP/aln21.tfa,0.007164486,1984,0.787,0.65
kalign,benchmarks/balibase/RV50/BBS50015.tfa,0.049867832,4692,0.418,0.09
kalign2,benchmarks/bralibase/data-set1/SRP/aln22.tfa,0.004686714,1936,0.916,0.83
kalign2,benchmarks/bralibase/data-set1/SRP/aln23.tfa,0.006695903,1964,0.89,0.82
kalign2,benchmarks/bralibase/data-set1/SRP/aln24.tfa,0.007556753,2004,0.808,0.63
kalign,benchmarks/balibase/RV50/BBS50016.tfa,0.043018567,4908,0.664,0.17
kalign2,benchmarks/bralibase/data-set1/SRP/aln25.tfa,0.004677054,1864,0.863,0.75
kalign,benchmarks/bralibase/data-set1/SRP/aln1.tfa,0.007036747,4188,0.876,0.74
kalign2,benchmarks/bralibase/data-set1/SRP/aln26.tfa,0.010836089,1944,0.923,0.87
kalign,benchmarks/bralibase/data-set1/SRP/aln10.tfa,0.006542083,4288,0.827,0.7
kalign2,benchmarks/bralibase/data-set1/SRP/aln27.tfa,0.007318886,1924,0.817,0.68
kalign2,benchmarks/bralibase/data-set1/SRP/aln28.tfa,0.006297506,2008,0.787,0.6
kalign,benchmarks/bralibase/data-set1/SRP/aln11.tfa,0.018306307,4380,0.796,0.65
kalign2,benchmarks/bralibase/data-set1/SRP/aln29.tfa,0.005731047,1972,0.909,0.82
kalign,benchmarks/bralibase/data-set1/SRP/aln12.tfa,0.006266883,4248,0.808,0.69
kalign,benchmarks/bralibase/data-set1/SRP/aln13.tfa,0.005745138,4400,0.851,0.7
kalign2,benchmarks/bralibase/data-set1/SRP/aln3.tfa,0.007766097,1932,0.923,0.82
kalign,benchmarks/bralibase/data-set1/SRP/aln14.tfa,0.005506731,4200,0.834,0.69
kalign2,benchmarks/bralibase/data-set1/SRP/aln30.tfa,0.004840584,1856,0.821,0.69
kalign2,benchmarks/bralibase/data-set1/SRP/aln31.tfa,0.014528005,1928,0.846,0.73
kalign,benchmarks/bralibase/data-set1/SRP/aln15.tfa,0.015933012,4348,0.958,0.92
kalign2,benchmarks/bralibase/data-set1/SRP/aln32.tfa,0.005864206,1948,0.903,0.79
kalign,benchmarks/bralibase/data-set1/SRP/aln16.tfa,0.00650552,4184,0.89,0.8
kalign2,benchmarks/bralibase/data-set1/SRP/aln33.tfa,0.00679621,2004,0.928,0.85
kalign,benchmarks/bralibase/data-set1/SRP/aln17.tfa,0.005647131,4368,0.922,0.84
kalign2,benchmarks/bralibase/data-set1/SRP/aln34.tfa,0.007978752,2052,0.879,0.75
kalign,benchmarks/bralibase/data-set1/SRP/aln18.tfa,0.006760678,4340,0.923,0.84
kalign2,benchmarks/bralibase/data-set1/SRP/aln35.tfa,0.008364278,2036,0.922,0.84
kalign,benchmarks/bralibase/data-set1/SRP/aln19.tfa,0.009529339,4300,0.954,0.9
kalign2,benchmarks/bralibase/data-set1/SRP/aln36.tfa,0.006288915,1860,0.921,0.84
kalign,benchmarks/bralibase/data-set1/SRP/aln2.tfa,0.011158332,4400,0.926,0.82
kalign2,benchmarks/bralibase/data-set1/SRP/aln37.tfa,0.007347588,1912,0.806,0.69
kalign,benchmarks/bralibase/data-set1/SRP/aln20.tfa,0.007330358,4280,0.898,0.78
kalign2,benchmarks/bralibase/data-set1/SRP/aln38.tfa,0.005684484,1928,0.888,0.76
kalign,benchmarks/bralibase/data-set1/SRP/aln21.tfa,0.00592523,4348,0.8,0.65
kalign,benchmarks/bralibase/data-set1/SRP/aln22.tfa,0.006486049,4392,0.917,0.84
kalign2,benchmarks/bralibase/data-set1/SRP/aln39.tfa,0.007425834,1996,0.855,0.72
kalign2,benchmarks/bralibase/data-set1/SRP/aln4.tfa,0.006194598,2044,0.886,0.8
kalign,benchmarks/bralibase/data-set1/SRP/aln23.tfa,0.011306342,4216,0.892,0.82
kalign2,benchmarks/bralibase/data-set1/SRP/aln40.tfa,0.010531869,2048,0.805,0.68
kalign,benchmarks/bralibase/data-set1/SRP/aln24.tfa,0.011330724,4428,0.848,0.67
kalign2,benchmarks/bralibase/data-set1/SRP/aln41.tfa,0.011651257,1980,0.861,0.75
kalign,benchmarks/bralibase/data-set1/SRP/aln25.tfa,0.009950539,4384,0.853,0.75
kalign2,benchmarks/bralibase/data-set1/SRP/aln42.tfa,0.004808543,1856,0.95,0.89
kalign,benchmarks/bralibase/data-set1/SRP/aln26.tfa,0.006041008,4292,0.91,0.84
kalign2,benchmarks/bralibase/data-set1/SRP/aln43.tfa,0.011224686,1940,0.835,0.74
muscle,benchmarks/balibase/RV20/BBS20039.tfa,0.577103891,23556,0.906,0.14
kalign,benchmarks/bralibase/data-set1/SRP/aln27.tfa,0.00823641,4348,0.817,0.68
kalign2,benchmarks/bralibase/data-set1/SRP/aln44.tfa,0.007157215,2004,0.864,0.75
kalign,benchmarks/bralibase/data-set1/SRP/aln28.tfa,0.007203079,4344,0.847,0.73
kalign2,benchmarks/bralibase/data-set1/SRP/aln45.tfa,0.010029714,1904,0.905,0.82
kalign,benchmarks/bralibase/data-set1/SRP/aln29.tfa,0.006871196,4288,0.909,0.82
kalign2,benchmarks/bralibase/data-set1/SRP/aln46.tfa,0.006960522,2040,0.87,0.78
kalign,benchmarks/bralibase/data-set1/SRP/aln3.tfa,0.008881315,4192,0.923,0.82
kalign2,benchmarks/bralibase/data-set1/SRP/aln47.tfa,0.013594431,1988,0.869,0.72
kalign,benchmarks/bralibase/data-set1/SRP/aln30.tfa,0.010565931,4232,0.83,0.73
kalign2,benchmarks/bralibase/data-set1/SRP/aln48.tfa,0.007608637,1896,0.879,0.75
kalign,benchmarks/bralibase/data-set1/SRP/aln31.tfa,0.006526031,4428,0.846,0.73
kalign2,benchmarks/bralibase/data-set1/SRP/aln49.tfa,0.007452906,1904,0.788,0.68
kalign2,benchmarks/bralibase/data-set1/SRP/aln5.tfa,0.006138804,1916,0.917,0.85
kalign,benchmarks/bralibase/data-set1/SRP/aln32.tfa,0.014357313,4380,0.903,0.79
kalign2,benchmarks/bralibase/data-set1/SRP/aln50.tfa,0.0102589,2056,0.84,0.7
kalign,benchmarks/bralibase/data-set1/SRP/aln33.tfa,0.014411758,4340,0.914,0.83
kalign2,benchmarks/bralibase/data-set1/SRP/aln51.tfa,0.025525316,1956,0.839,0.72
kalign,benchmarks/bralibase/data-set1/SRP/aln34.tfa,0.012460323,4384,0.879,0.75
kalign2,benchmarks/bralibase/data-set1/SRP/aln52.tfa,0.007610617,1932,0.967,0.95
kalign,benchmarks/bralibase/data-set1/SRP/aln35.tfa,0.007972492,4368,0.922,0.84
kalign2,benchmarks/bralibase/data-set1/SRP/aln53.tfa,0.013556088,2008,0.973,0.96
kalign,benchmarks/bralibase/data-set1/SRP/aln36.tfa,0.010439413,4152,0.899,0.81
clustalo,benchmarks/balibase/RV11/BB11032.tfa,1.288757054,17156,0.632,0.41
kalign,benchmarks/bralibase/data-set1/SRP/aln37.tfa,0.007879886,4184,0.8,0.68
kalign2,benchmarks/bralibase/data-set1/SRP/aln54.tfa,0.014027821,1980,0.913,0.82
kalign,benchmarks/bralibase/data-set1/SRP/aln38.tfa,0.007922249,4164,0.881,0.74
kalign2,benchmarks/bralibase/data-set1/SRP/aln55.tfa,0.00708772,1956,0.993,0.98
kalign,benchmarks/bralibase/data-set1/SRP/aln39.tfa,0.007624218,4284,0.892,0.79
kalign2,benchmarks/bralibase/data-set1/SRP/aln56.tfa,0.006514661,1988,0.953,0.92
kalign,benchmarks/bralibase/data-set1/SRP/aln4.tfa,0.008150134,4408,0.886,0.8
kalign2,benchmarks/bralibase/data-set1/SRP/aln57.tfa,0.00693846,1896,0.983,0.96
muscle,benchmarks/balibase/RV20/BBS20040.tfa,0.41468723,20264,0.854,0.55
kalign2,benchmarks/bralibase/data-set1/SRP/aln58.tfa,0.005639931,1988,0.935,0.86
kalign,benchmarks/bralibase/data-set1/SRP/aln40.tfa,0.007073049,4336,0.8,0.66
kalign2,benchmarks/bralibase/data-set1/SRP/aln59.tfa,0.007036677,1972,0.976,0.95
kalign,benchmarks/bralibase/data-set1/SRP/aln41.tfa,0.009068858,4296,0.859,0.75
kalign2,benchmarks/bralibase/data-set1/SRP/aln6.tfa,0.005661372,2004,0.854,0.71
kalign,benchmarks/bralibase/data-set1/SRP/aln42.tfa,0.007813701,4252,0.95,0.89
kalign2,benchmarks/bralibase/data-set1/SRP/aln60.tfa,0.006009986,1980,0.993,0.98
kalign,benchmarks/bralibase/data-set1/SRP/aln43.tfa,0.007316746,4192,0.835,0.74
kalign2,benchmarks/bralibase/data-set1/SRP/aln61.tfa,0.005718256,1988,0.973,0.95
kalign,benchmarks/bralibase/data-set1/SRP/aln44.tfa,0.009463335,4440,0.863,0.75
kalign2,benchmarks/bralibase/data-set1/SRP/aln62.tfa,0.006831043,1912,0.945,0.9
kalign,benchmarks/bralibase/data-set1/SRP/aln45.tfa,0.008750115,4428,0.905,0.82
kalign2,benchmarks/bralibase/data-set1/SRP/aln63.tfa,0.004715396,1856,0.953,0.9
kalign,benchmarks/bralibase/data-set1/SRP/aln46.tfa,0.005669372,4188,0.87,0.78
kalign2,benchmarks/bralibase/data-set1/SRP/aln64.tfa,0.00606768,1980,0.964,0.93
kalign,benchmarks/bralibase/data-set1/SRP/aln47.tfa,0.005428386,4300,0.879,0.74
kalign2,benchmarks/bralibase/data-set1/SRP/aln65.tfa,0.006263554,1928,0.969,0.94
kalign2,benchmarks/bralibase/data-set1/SRP/aln66.tfa,0.004939402,1912,0.971,0.94
kalign,benchmarks/bralibase/data-set1/SRP/aln48.tfa,0.007574834,4280,0.861,0.73
muscle,benchmarks/balibase/RV20/BBS20041.tfa,0.168605789,11824,0.887,0.55
kalign2,benchmarks/bralibase/data-set1/SRP/aln67.tfa,0.005154126,1916,0.973,0.94
kalign,benchmarks/bralibase/data-set1/SRP/aln49.tfa,0.006766488,4308,0.785,0.68
kalign2,benchmarks/bralibase/data-set1/SRP/aln68.tfa,0.006993363,1924,0.961,0.92
kalign,benchmarks/bralibase/data-set1/SRP/aln5.tfa,0.006602086,4412,0.917,0.85
kalign2,benchmarks/bralibase/data-set1/SRP/aln69.tfa,0.010023004,1984,0.971,0.94
kalign,benchmarks/bralibase/data-set1/SRP/aln50.tfa,0.008160504,4384,0.84,0.7
kalign2,benchmarks/bralibase/data-set1/SRP/aln7.tfa,0.007471237,1912,0.854,0.74
kalign,benchmarks/bralibase/data-set1/SRP/aln51.tfa,0.010906205,4140,0.839,0.72
kalign2,benchmarks/bralibase/data-set1/SRP/aln70.tfa,0.00635075,1900,0.956,0.9
kalign,benchmarks/bralibase/data-set1/SRP/aln52.tfa,0.008484627,4468,0.967,0.95
kalign2,benchmarks/bralibase/data-set1/SRP/aln71.tfa,0.004967133,1856,0.974,0.96
kalign,benchmarks/bralibase/data-set1/SRP/aln53.tfa,0.00576979,4396,0.973,0.96
kalign2,benchmarks/bralibase/data-set1/SRP/aln72.tfa,0.004983175,2008,0.986,0.96
