aligner,instance,time,ram,SP,TC
kalign,benchmarks/bralibase/data-set1/U5/aln66.tfa,0.0,0.0,0.896,0.800
kalign,benchmarks/bralibase/data-set1/U5/aln67.tfa,0.0,0.0,0.887,0.740
kalign,benchmarks/bralibase/data-set1/U5/aln68.tfa,0.0,0.0,0.918,0.860
kalign,benchmarks/bralibase/data-set1/U5/aln69.tfa,0.0,0.0,0.951,0.900
kalign,benchmarks/bralibase/data-set1/U5/aln7.tfa,0.0,0.0,0.756,0.530
kalign,benchmarks/bralibase/data-set1/U5/aln70.tfa,0.0,0.0,0.961,0.900
kalign,benchmarks/bralibase/data-set1/U5/aln71.tfa,0.0,0.0,0.917,0.800
kalign,benchmarks/bralibase/data-set1/U5/aln72.tfa,0.0,0.0,0.874,0.750
kalign,benchmarks/bralibase/data-set1/U5/aln73.tfa,0.0,0.0,0.909,0.790
kalign,benchmarks/bralibase/data-set1/U5/aln74.tfa,0.0,0.0,0.893,0.840
kalign,benchmarks/bralibase/data-set1/U5/aln75.tfa,0.0,0.0,0.742,0.630
kalign,benchmarks/bralibase/data-set1/U5/aln76.tfa,0.0,0.0,0.955,0.890
kalign,benchmarks/bralibase/data-set1/U5/aln77.tfa,0.0,0.0,0.887,0.800
kalign,benchmarks/bralibase/data-set1/U5/aln78.tfa,0.0,0.0,0.979,0.940
kalign,benchmarks/bralibase/data-set1/U5/aln79.tfa,0.0,0.0,0.846,0.760
kalign,benchmarks/bralibase/data-set1/U5/aln8.tfa,0.0,0.0,0.747,0.530
kalign,benchmarks/bralibase/data-set1/U5/aln80.tfa,0.0,0.0,0.981,0.960
kalign,benchmarks/bralibase/data-set1/U5/aln81.tfa,0.0,0.0,0.956,0.900
kalign,benchmarks/bralibase/data-set1/U5/aln82.tfa,0.0,0.0,0.966,0.930
kalign,benchmarks/bralibase/data-set1/U5/aln83.tfa,0.0,0.0,0.964,0.910
kalign,benchmarks/bralibase/data-set1/U5/aln84.tfa,0.0,0.0,0.936,0.840
kalign,benchmarks/bralibase/data-set1/U5/aln85.tfa,0.0,0.0,0.965,0.910
kalign,benchmarks/bralibase/data-set1/U5/aln86.tfa,0.0,0.0,0.982,0.980
kalign,benchmarks/bralibase/data-set1/U5/aln87.tfa,0.0,0.0,0.936,0.840
kalign,benchmarks/bralibase/data-set1/U5/aln88.tfa,0.0,0.0,0.920,0.840
kalign,benchmarks/bralibase/data-set1/U5/aln89.tfa,0.0,0.0,0.938,0.880
kalign,benchmarks/bralibase/data-set1/U5/aln9.tfa,0.0,0.0,0.660,0.440
kalign,benchmarks/bralibase/data-set1/U5/aln90.tfa,0.0,0.0,0.924,0.860
kalign,benchmarks/bralibase/data-set1/U5/aln91.tfa,0.0,0.0,0.928,0.880
kalign,benchmarks/bralibase/data-set1/U5/aln92.tfa,0.0,0.0,0.932,0.850
kalign,benchmarks/bralibase/data-set1/U5/aln93.tfa,0.0,0.0,0.934,0.880
kalign,benchmarks/bralibase/data-set1/U5/aln94.tfa,0.0,0.0,0.928,0.890
kalign,benchmarks/bralibase/data-set1/U5/aln95.tfa,0.0,0.0,0.932,0.910
kalign,benchmarks/bralibase/data-set1/U5/aln96.tfa,0.0,0.0,0.897,0.850
kalign,benchmarks/bralibase/data-set1/U5/aln97.tfa,0.0,0.0,0.899,0.760
kalign,benchmarks/bralibase/data-set1/U5/aln98.tfa,0.0,0.0,-1,-1
kalign,benchmarks/bralibase/data-set1/U5/aln99.tfa,0.0,0.0,-1,-1
kalign,benchmarks/bralibase/data-set1/g2intron/aln1.tfa,0.0,0.0,0.595,0.520
kalign,benchmarks/bralibase/data-set1/g2intron/aln10.tfa,0.0,0.0,0.671,0.480
kalign,benchmarks/bralibase/data-set1/g2intron/aln11.tfa,0.0,0.0,0.667,0.570
kalign,benchmarks/bralibase/data-set1/g2intron/aln12.tfa,0.0,0.0,0.688,0.540
kalign,benchmarks/bralibase/data-set1/g2intron/aln13.tfa,0.0,0.0,0.739,0.510
kalign,benchmarks/bralibase/data-set1/g2intron/aln14.tfa,0.0,0.0,0.695,0.600
kalign,benchmarks/bralibase/data-set1/g2intron/aln15.tfa,0.0,0.0,0.598,0.280
kalign,benchmarks/bralibase/data-set1/g2intron/aln16.tfa,0.0,0.0,0.708,0.400
kalign,benchmarks/bralibase/data-set1/g2intron/aln17.tfa,0.0,0.0,0.721,0.650
kalign,benchmarks/bralibase/data-set1/g2intron/aln18.tfa,0.0,0.0,0.720,0.590
kalign,benchmarks/bralibase/data-set1/g2intron/aln19.tfa,0.0,0.0,0.652,0.560
kalign,benchmarks/bralibase/data-set1/g2intron/aln2.tfa,0.0,0.0,0.871,0.700
kalign,benchmarks/bralibase/data-set1/g2intron/aln20.tfa,0.0,0.0,0.616,0.470
kalign,benchmarks/bralibase/data-set1/g2intron/aln21.tfa,0.0,0.0,0.715,0.610
kalign,benchmarks/bralibase/data-set1/g2intron/aln22.tfa,0.0,0.0,0.574,0.430
kalign,benchmarks/bralibase/data-set1/g2intron/aln23.tfa,0.0,0.0,0.745,0.610
kalign,benchmarks/bralibase/data-set1/g2intron/aln24.tfa,0.0,0.0,0.895,0.800
kalign,benchmarks/bralibase/data-set1/g2intron/aln25.tfa,0.0,0.0,0.851,0.720
kalign,benchmarks/bralibase/data-set1/g2intron/aln26.tfa,0.0,0.0,0.725,0.550
kalign,benchmarks/bralibase/data-set1/g2intron/aln27.tfa,0.0,0.0,0.834,0.750
kalign,benchmarks/bralibase/data-set1/g2intron/aln28.tfa,0.0,0.0,0.649,0.540
kalign,benchmarks/bralibase/data-set1/g2intron/aln29.tfa,0.0,0.0,0.705,0.590
kalign,benchmarks/bralibase/data-set1/g2intron/aln3.tfa,0.0,0.0,0.659,0.580
kalign,benchmarks/bralibase/data-set1/g2intron/aln30.tfa,0.0,0.0,0.697,0.540
kalign,benchmarks/bralibase/data-set1/g2intron/aln31.tfa,0.0,0.0,0.692,0.610
kalign,benchmarks/bralibase/data-set1/g2intron/aln32.tfa,0.0,0.0,0.747,0.680
kalign,benchmarks/bralibase/data-set1/g2intron/aln33.tfa,0.0,0.0,0.590,0.440
kalign,benchmarks/bralibase/data-set1/g2intron/aln34.tfa,0.0,0.0,0.832,0.700
kalign,benchmarks/bralibase/data-set1/g2intron/aln35.tfa,0.0,0.0,0.913,0.880
kalign,benchmarks/bralibase/data-set1/g2intron/aln36.tfa,0.0,0.0,0.622,0.410
kalign,benchmarks/bralibase/data-set1/g2intron/aln37.tfa,0.0,0.0,0.718,0.600
kalign,benchmarks/bralibase/data-set1/g2intron/aln38.tfa,0.0,0.0,0.722,0.610
kalign,benchmarks/bralibase/data-set1/g2intron/aln39.tfa,0.0,0.0,0.673,0.480
kalign,benchmarks/bralibase/data-set1/g2intron/aln4.tfa,0.0,0.0,0.671,0.560
kalign,benchmarks/bralibase/data-set1/g2intron/aln40.tfa,0.0,0.0,0.811,0.630
kalign,benchmarks/bralibase/data-set1/g2intron/aln41.tfa,0.0,0.0,0.729,0.610
kalign,benchmarks/bralibase/data-set1/g2intron/aln42.tfa,0.0,0.0,0.855,0.770
kalign,benchmarks/bralibase/data-set1/g2intron/aln43.tfa,0.0,0.0,0.660,0.570
kalign,benchmarks/bralibase/data-set1/g2intron/aln44.tfa,0.0,0.0,0.774,0.720
kalign,benchmarks/bralibase/data-set1/g2intron/aln45.tfa,0.0,0.0,0.734,0.670
kalign,benchmarks/bralibase/data-set1/g2intron/aln46.tfa,0.0,0.0,0.713,0.550
kalign,benchmarks/bralibase/data-set1/g2intron/aln47.tfa,0.0,0.0,0.697,0.550
kalign,benchmarks/bralibase/data-set1/g2intron/aln48.tfa,0.0,0.0,0.741,0.630
kalign,benchmarks/bralibase/data-set1/g2intron/aln49.tfa,0.0,0.0,0.603,0.470
kalign,benchmarks/bralibase/data-set1/g2intron/aln5.tfa,0.0,0.0,0.644,0.560
kalign,benchmarks/bralibase/data-set1/g2intron/aln50.tfa,0.0,0.0,0.579,0.510
kalign,benchmarks/bralibase/data-set1/g2intron/aln51.tfa,0.0,0.0,0.604,0.410
kalign,benchmarks/bralibase/data-set1/g2intron/aln52.tfa,0.0,0.0,0.587,0.400
kalign,benchmarks/bralibase/data-set1/g2intron/aln53.tfa,0.0,0.0,0.569,0.420
kalign,benchmarks/bralibase/data-set1/g2intron/aln54.tfa,0.0,0.0,0.653,0.590
kalign,benchmarks/bralibase/data-set1/g2intron/aln55.tfa,0.0,0.0,0.642,0.540
kalign,benchmarks/bralibase/data-set1/g2intron/aln56.tfa,0.0,0.0,0.786,0.660
kalign,benchmarks/bralibase/data-set1/g2intron/aln57.tfa,0.0,0.0,0.604,0.520
kalign,benchmarks/bralibase/data-set1/g2intron/aln58.tfa,0.0,0.0,0.627,0.280
kalign,benchmarks/bralibase/data-set1/g2intron/aln59.tfa,0.0,0.0,0.703,0.490
kalign,benchmarks/bralibase/data-set1/g2intron/aln6.tfa,0.0,0.0,0.652,0.610
kalign,benchmarks/bralibase/data-set1/g2intron/aln60.tfa,0.0,0.0,0.753,0.570
kalign,benchmarks/bralibase/data-set1/g2intron/aln61.tfa,0.0,0.0,0.670,0.530
kalign,benchmarks/bralibase/data-set1/g2intron/aln62.tfa,0.0,0.0,0.888,0.820
kalign,benchmarks/bralibase/data-set1/g2intron/aln63.tfa,0.0,0.0,0.709,0.570
kalign,benchmarks/bralibase/data-set1/g2intron/aln64.tfa,0.0,0.0,0.783,0.620
kalign,benchmarks/bralibase/data-set1/g2intron/aln65.tfa,0.0,0.0,0.773,0.690
kalign,benchmarks/bralibase/data-set1/g2intron/aln66.tfa,0.0,0.0,0.783,0.620
kalign,benchmarks/bralibase/data-set1/g2intron/aln67.tfa,0.0,0.0,0.967,0.950
kalign,benchmarks/bralibase/data-set1/g2intron/aln68.tfa,0.0,0.0,0.926,0.890
kalign,benchmarks/bralibase/data-set1/g2intron/aln69.tfa,0.0,0.0,0.935,0.900
kalign,benchmarks/bralibase/data-set1/g2intron/aln7.tfa,0.0,0.0,0.675,0.530
kalign,benchmarks/bralibase/data-set1/g2intron/aln70.tfa,0.0,0.0,0.797,0.640
kalign,benchmarks/bralibase/data-set1/g2intron/aln71.tfa,0.0,0.0,0.930,0.900
kalign,benchmarks/bralibase/data-set1/g2intron/aln72.tfa,0.0,0.0,0.854,0.750
kalign,benchmarks/bralibase/data-set1/g2intron/aln73.tfa,0.0,0.0,0.930,0.860
kalign,benchmarks/bralibase/data-set1/g2intron/aln74.tfa,0.0,0.0,0.919,0.870
kalign,benchmarks/bralibase/data-set1/g2intron/aln75.tfa,0.0,0.0,0.877,0.710
kalign,benchmarks/bralibase/data-set1/g2intron/aln76.tfa,0.0,0.0,0.868,0.710
kalign,benchmarks/bralibase/data-set1/g2intron/aln77.tfa,0.0,0.0,0.922,0.840
kalign,benchmarks/bralibase/data-set1/g2intron/aln78.tfa,0.0,0.0,0.907,0.840
kalign,benchmarks/bralibase/data-set1/g2intron/aln79.tfa,0.0,0.0,0.860,0.710
kalign,benchmarks/bralibase/data-set1/g2intron/aln8.tfa,0.0,0.0,0.907,0.870
kalign,benchmarks/bralibase/data-set1/g2intron/aln80.tfa,0.0,0.0,0.890,0.760
kalign,benchmarks/bralibase/data-set1/g2intron/aln81.tfa,0.0,0.0,0.923,0.840
kalign,benchmarks/bralibase/data-set1/g2intron/aln82.tfa,0.0,0.0,0.920,0.850
kalign,benchmarks/bralibase/data-set1/g2intron/aln83.tfa,0.0,0.0,0.987,0.980
kalign,benchmarks/bralibase/data-set1/g2intron/aln84.tfa,0.0,0.0,0.942,0.900
kalign,benchmarks/bralibase/data-set1/g2intron/aln85.tfa,0.0,0.0,0.923,0.870
kalign,benchmarks/bralibase/data-set1/g2intron/aln86.tfa,0.0,0.0,0.876,0.820
kalign,benchmarks/bralibase/data-set1/g2intron/aln87.tfa,0.0,0.0,0.901,0.880
kalign,benchmarks/bralibase/data-set1/g2intron/aln88.tfa,0.0,0.0,0.895,0.770
kalign,benchmarks/bralibase/data-set1/g2intron/aln89.tfa,0.0,0.0,0.901,0.880
kalign,benchmarks/bralibase/data-set1/g2intron/aln9.tfa,0.0,0.0,0.584,0.290
kalign,benchmarks/bralibase/data-set1/g2intron/aln90.tfa,0.0,0.0,0.985,0.980
kalign,benchmarks/bralibase/data-set1/g2intron/aln91.tfa,0.0,0.0,0.989,0.980
kalign,benchmarks/bralibase/data-set1/g2intron/aln92.tfa,0.0,0.0,0.985,0.980
kalign,benchmarks/bralibase/data-set1/rRNA/aln1.tfa,0.0,0.0,0.985,0.970
kalign,benchmarks/bralibase/data-set1/rRNA/aln10.tfa,0.0,0.0,0.957,0.930
kalign,benchmarks/bralibase/data-set1/rRNA/aln11.tfa,0.0,0.0,0.976,0.960
kalign,benchmarks/bralibase/data-set1/rRNA/aln12.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/rRNA/aln13.tfa,0.0,0.0,0.994,0.990
kalign,benchmarks/bralibase/data-set1/rRNA/aln14.tfa,0.0,0.0,0.963,0.920
kalign,benchmarks/bralibase/data-set1/rRNA/aln15.tfa,0.0,0.0,0.899,0.830
kalign,benchmarks/bralibase/data-set1/rRNA/aln16.tfa,0.0,0.0,0.977,0.960
kalign,benchmarks/bralibase/data-set1/rRNA/aln17.tfa,0.0,0.0,0.936,0.860
kalign,benchmarks/bralibase/data-set1/rRNA/aln18.tfa,0.0,0.0,0.976,0.970
kalign,benchmarks/bralibase/data-set1/rRNA/aln19.tfa,0.0,0.0,0.976,0.960
kalign,benchmarks/bralibase/data-set1/rRNA/aln2.tfa,0.0,0.0,0.968,0.940
kalign,benchmarks/bralibase/data-set1/rRNA/aln20.tfa,0.0,0.0,0.958,0.910
kalign,benchmarks/bralibase/data-set1/rRNA/aln21.tfa,0.0,0.0,0.994,0.990
kalign,benchmarks/bralibase/data-set1/rRNA/aln22.tfa,0.0,0.0,0.962,0.900
kalign,benchmarks/bralibase/data-set1/rRNA/aln23.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/rRNA/aln24.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/rRNA/aln25.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/rRNA/aln26.tfa,0.0,0.0,0.994,0.990
kalign,benchmarks/bralibase/data-set1/rRNA/aln27.tfa,0.0,0.0,0.990,0.970
kalign,benchmarks/bralibase/data-set1/rRNA/aln28.tfa,0.0,0.0,0.979,0.960
kalign,benchmarks/bralibase/data-set1/rRNA/aln29.tfa,0.0,0.0,0.956,0.930
kalign,benchmarks/bralibase/data-set1/rRNA/aln3.tfa,0.0,0.0,0.958,0.910
kalign,benchmarks/bralibase/data-set1/rRNA/aln30.tfa,0.0,0.0,0.990,0.970
kalign,benchmarks/bralibase/data-set1/rRNA/aln31.tfa,0.0,0.0,0.993,0.980
kalign,benchmarks/bralibase/data-set1/rRNA/aln32.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/rRNA/aln33.tfa,0.0,0.0,0.969,0.930
kalign,benchmarks/bralibase/data-set1/rRNA/aln34.tfa,0.0,0.0,0.977,0.960
kalign,benchmarks/bralibase/data-set1/rRNA/aln35.tfa,0.0,0.0,0.968,0.920
kalign,benchmarks/bralibase/data-set1/rRNA/aln36.tfa,0.0,0.0,0.959,0.930
kalign,benchmarks/bralibase/data-set1/rRNA/aln37.tfa,0.0,0.0,0.997,0.990
kalign,benchmarks/bralibase/data-set1/rRNA/aln38.tfa,0.0,0.0,0.915,0.800
kalign,benchmarks/bralibase/data-set1/rRNA/aln39.tfa,0.0,0.0,0.993,0.980
kalign,benchmarks/bralibase/data-set1/rRNA/aln4.tfa,0.0,0.0,0.964,0.930
kalign,benchmarks/bralibase/data-set1/rRNA/aln40.tfa,0.0,0.0,0.994,0.990
kalign,benchmarks/bralibase/data-set1/rRNA/aln41.tfa,0.0,0.0,0.976,0.930
kalign,benchmarks/bralibase/data-set1/rRNA/aln42.tfa,0.0,0.0,0.953,0.890
kalign,benchmarks/bralibase/data-set1/rRNA/aln43.tfa,0.0,0.0,0.993,0.980
kalign,benchmarks/bralibase/data-set1/rRNA/aln44.tfa,0.0,0.0,0.997,0.990
kalign,benchmarks/bralibase/data-set1/rRNA/aln45.tfa,0.0,0.0,0.991,0.990
kalign,benchmarks/bralibase/data-set1/rRNA/aln46.tfa,0.0,0.0,0.997,0.990
kalign,benchmarks/bralibase/data-set1/rRNA/aln47.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/rRNA/aln48.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/rRNA/aln49.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/rRNA/aln5.tfa,0.0,0.0,0.952,0.920
kalign,benchmarks/bralibase/data-set1/rRNA/aln50.tfa,0.0,0.0,0.993,0.980
kalign,benchmarks/bralibase/data-set1/rRNA/aln51.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/rRNA/aln52.tfa,0.0,0.0,0.997,0.990
kalign,benchmarks/bralibase/data-set1/rRNA/aln53.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/rRNA/aln54.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/rRNA/aln55.tfa,0.0,0.0,0.997,0.990
kalign,benchmarks/bralibase/data-set1/rRNA/aln56.tfa,0.0,0.0,0.978,0.950
kalign,benchmarks/bralibase/data-set1/rRNA/aln57.tfa,0.0,0.0,0.936,0.870
kalign,benchmarks/bralibase/data-set1/rRNA/aln58.tfa,0.0,0.0,0.997,0.990
kalign,benchmarks/bralibase/data-set1/rRNA/aln59.tfa,0.0,0.0,0.831,0.710
kalign,benchmarks/bralibase/data-set1/rRNA/aln6.tfa,0.0,0.0,0.856,0.740
kalign,benchmarks/bralibase/data-set1/rRNA/aln60.tfa,0.0,0.0,0.865,0.670
kalign,benchmarks/bralibase/data-set1/rRNA/aln61.tfa,0.0,0.0,0.890,0.800
kalign,benchmarks/bralibase/data-set1/rRNA/aln62.tfa,0.0,0.0,0.898,0.820
kalign,benchmarks/bralibase/data-set1/rRNA/aln63.tfa,0.0,0.0,0.887,0.770
kalign,benchmarks/bralibase/data-set1/rRNA/aln64.tfa,0.0,0.0,0.839,0.700
kalign,benchmarks/bralibase/data-set1/rRNA/aln65.tfa,0.0,0.0,0.893,0.830
kalign,benchmarks/bralibase/data-set1/rRNA/aln66.tfa,0.0,0.0,0.890,0.810
kalign,benchmarks/bralibase/data-set1/rRNA/aln67.tfa,0.0,0.0,0.808,0.630
kalign,benchmarks/bralibase/data-set1/rRNA/aln68.tfa,0.0,0.0,0.817,0.650
kalign,benchmarks/bralibase/data-set1/rRNA/aln69.tfa,0.0,0.0,0.736,0.670
kalign,benchmarks/bralibase/data-set1/rRNA/aln7.tfa,0.0,0.0,0.941,0.870
kalign,benchmarks/bralibase/data-set1/rRNA/aln70.tfa,0.0,0.0,0.610,0.380
kalign,benchmarks/bralibase/data-set1/rRNA/aln71.tfa,0.0,0.0,0.902,0.760
kalign,benchmarks/bralibase/data-set1/rRNA/aln72.tfa,0.0,0.0,0.864,0.780
kalign,benchmarks/bralibase/data-set1/rRNA/aln73.tfa,0.0,0.0,0.877,0.700
kalign,benchmarks/bralibase/data-set1/rRNA/aln74.tfa,0.0,0.0,0.761,0.550
kalign,benchmarks/bralibase/data-set1/rRNA/aln75.tfa,0.0,0.0,0.876,0.820
kalign,benchmarks/bralibase/data-set1/rRNA/aln76.tfa,0.0,0.0,0.898,0.830
kalign,benchmarks/bralibase/data-set1/rRNA/aln77.tfa,0.0,0.0,0.903,0.840
kalign,benchmarks/bralibase/data-set1/rRNA/aln78.tfa,0.0,0.0,0.767,0.560
kalign,benchmarks/bralibase/data-set1/rRNA/aln79.tfa,0.0,0.0,0.827,0.660
kalign,benchmarks/bralibase/data-set1/rRNA/aln8.tfa,0.0,0.0,0.961,0.930
kalign,benchmarks/bralibase/data-set1/rRNA/aln80.tfa,0.0,0.0,0.784,0.620
kalign,benchmarks/bralibase/data-set1/rRNA/aln81.tfa,0.0,0.0,0.849,0.700
kalign,benchmarks/bralibase/data-set1/rRNA/aln82.tfa,0.0,0.0,0.900,0.800
kalign,benchmarks/bralibase/data-set1/rRNA/aln83.tfa,0.0,0.0,0.842,0.630
kalign,benchmarks/bralibase/data-set1/rRNA/aln84.tfa,0.0,0.0,0.864,0.710
kalign,benchmarks/bralibase/data-set1/rRNA/aln85.tfa,0.0,0.0,0.843,0.750
kalign,benchmarks/bralibase/data-set1/rRNA/aln86.tfa,0.0,0.0,0.866,0.810
kalign,benchmarks/bralibase/data-set1/rRNA/aln87.tfa,0.0,0.0,0.942,0.920
kalign,benchmarks/bralibase/data-set1/rRNA/aln88.tfa,0.0,0.0,0.861,0.790
kalign,benchmarks/bralibase/data-set1/rRNA/aln89.tfa,0.0,0.0,0.875,0.800
kalign,benchmarks/bralibase/data-set1/rRNA/aln9.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/tRNA/aln1.tfa,0.0,0.0,0.706,0.660
kalign,benchmarks/bralibase/data-set1/tRNA/aln10.tfa,0.0,0.0,0.545,0.170
kalign,benchmarks/bralibase/data-set1/tRNA/aln11.tfa,0.0,0.0,0.790,0.740
kalign,benchmarks/bralibase/data-set1/tRNA/aln12.tfa,0.0,0.0,0.944,0.870
kalign,benchmarks/bralibase/data-set1/tRNA/aln13.tfa,0.0,0.0,0.962,0.950
kalign,benchmarks/bralibase/data-set1/tRNA/aln14.tfa,0.0,0.0,0.615,0.300
kalign,benchmarks/bralibase/data-set1/tRNA/aln15.tfa,0.0,0.0,0.785,0.700
kalign,benchmarks/bralibase/data-set1/tRNA/aln16.tfa,0.0,0.0,0.722,0.480
kalign,benchmarks/bralibase/data-set1/tRNA/aln17.tfa,0.0,0.0,0.916,0.850
kalign,benchmarks/bralibase/data-set1/tRNA/aln18.tfa,0.0,0.0,0.906,0.790
kalign,benchmarks/bralibase/data-set1/tRNA/aln19.tfa,0.0,0.0,0.649,0.430
kalign,benchmarks/bralibase/data-set1/tRNA/aln2.tfa,0.0,0.0,0.857,0.730
kalign,benchmarks/bralibase/data-set1/tRNA/aln20.tfa,0.0,0.0,0.703,0.380
kalign,benchmarks/bralibase/data-set1/tRNA/aln21.tfa,0.0,0.0,0.816,0.600
kalign,benchmarks/bralibase/data-set1/tRNA/aln22.tfa,0.0,0.0,0.954,0.880
kalign,benchmarks/bralibase/data-set1/tRNA/aln23.tfa,0.0,0.0,0.721,0.360
kalign,benchmarks/bralibase/data-set1/tRNA/aln24.tfa,0.0,0.0,0.912,0.810
kalign,benchmarks/bralibase/data-set1/tRNA/aln25.tfa,0.0,0.0,0.961,0.920
kalign,benchmarks/bralibase/data-set1/tRNA/aln26.tfa,0.0,0.0,0.620,0.200
kalign,benchmarks/bralibase/data-set1/tRNA/aln27.tfa,0.0,0.0,0.467,0.260
kalign,benchmarks/bralibase/data-set1/tRNA/aln28.tfa,0.0,0.0,0.603,0.210
kalign,benchmarks/bralibase/data-set1/tRNA/aln29.tfa,0.0,0.0,0.675,0.370
kalign,benchmarks/bralibase/data-set1/tRNA/aln3.tfa,0.0,0.0,0.792,0.470
kalign,benchmarks/bralibase/data-set1/tRNA/aln30.tfa,0.0,0.0,0.572,0.370
kalign,benchmarks/bralibase/data-set1/tRNA/aln31.tfa,0.0,0.0,0.489,0.220
kalign,benchmarks/bralibase/data-set1/tRNA/aln32.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/tRNA/aln33.tfa,0.0,0.0,0.994,0.980
kalign,benchmarks/bralibase/data-set1/tRNA/aln34.tfa,0.0,0.0,0.994,0.980
kalign,benchmarks/bralibase/data-set1/tRNA/aln35.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/tRNA/aln36.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/tRNA/aln37.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/tRNA/aln38.tfa,0.0,0.0,0.949,0.870
kalign,benchmarks/bralibase/data-set1/tRNA/aln39.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/tRNA/aln4.tfa,0.0,0.0,0.766,0.590
kalign,benchmarks/bralibase/data-set1/tRNA/aln40.tfa,0.0,0.0,0.969,0.940
kalign,benchmarks/bralibase/data-set1/tRNA/aln41.tfa,0.0,0.0,0.983,0.950
kalign,benchmarks/bralibase/data-set1/tRNA/aln42.tfa,0.0,0.0,0.983,0.950
kalign,benchmarks/bralibase/data-set1/tRNA/aln43.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/tRNA/aln44.tfa,0.0,0.0,0.994,0.980
kalign,benchmarks/bralibase/data-set1/tRNA/aln45.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/tRNA/aln46.tfa,0.0,0.0,0.926,0.880
kalign,benchmarks/bralibase/data-set1/tRNA/aln47.tfa,0.0,0.0,0.981,0.970
kalign,benchmarks/bralibase/data-set1/tRNA/aln48.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/tRNA/aln49.tfa,0.0,0.0,0.974,0.950
kalign,benchmarks/bralibase/data-set1/tRNA/aln5.tfa,0.0,0.0,0.647,0.390
kalign,benchmarks/bralibase/data-set1/tRNA/aln50.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/tRNA/aln51.tfa,0.0,0.0,0.979,0.970
kalign,benchmarks/bralibase/data-set1/tRNA/aln52.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/tRNA/aln53.tfa,0.0,0.0,0.963,0.930
kalign,benchmarks/bralibase/data-set1/tRNA/aln54.tfa,0.0,0.0,0.971,0.950
kalign,benchmarks/bralibase/data-set1/tRNA/aln55.tfa,0.0,0.0,0.981,0.970
kalign,benchmarks/bralibase/data-set1/tRNA/aln56.tfa,0.0,0.0,0.975,0.950
kalign,benchmarks/bralibase/data-set1/tRNA/aln57.tfa,0.0,0.0,0.979,0.970
kalign,benchmarks/bralibase/data-set1/tRNA/aln58.tfa,0.0,0.0,0.988,0.980
kalign,benchmarks/bralibase/data-set1/tRNA/aln59.tfa,0.0,0.0,0.986,0.980
kalign,benchmarks/bralibase/data-set1/tRNA/aln6.tfa,0.0,0.0,0.836,0.610
kalign,benchmarks/bralibase/data-set1/tRNA/aln60.tfa,0.0,0.0,0.960,0.940
kalign,benchmarks/bralibase/data-set1/tRNA/aln61.tfa,0.0,0.0,0.971,0.950
kalign,benchmarks/bralibase/data-set1/tRNA/aln62.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/tRNA/aln63.tfa,0.0,0.0,0.983,0.950
kalign,benchmarks/bralibase/data-set1/tRNA/aln64.tfa,0.0,0.0,0.971,0.950
kalign,benchmarks/bralibase/data-set1/tRNA/aln65.tfa,0.0,0.0,0.976,0.950
kalign,benchmarks/bralibase/data-set1/tRNA/aln66.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/bralibase/data-set1/tRNA/aln67.tfa,0.0,0.0,0.995,0.980
kalign,benchmarks/bralibase/data-set1/tRNA/aln68.tfa,0.0,0.0,0.990,0.980
kalign,benchmarks/bralibase/data-set1/tRNA/aln69.tfa,0.0,0.0,0.983,0.950
kalign,benchmarks/bralibase/data-set1/tRNA/aln7.tfa,0.0,0.0,0.890,0.760
kalign,benchmarks/bralibase/data-set1/tRNA/aln70.tfa,0.0,0.0,0.990,0.980
